folio,fecha,planta,centro_costo,concepto,monto,cargado_en
CUA-202510-004583,2025-10-06,Cuautitlán,Nómina Indirecta,Renta de montacargas,"5.303,00",2026-07-01
CUA-202510-004610,2025-10-06,Cuautitlán,Fletes,Consumo eléctrico,"5.349,50",2026-07-01
CUA-202510-004637,2025-10-06,Cuautitlán,Refacciones,Servicio externo,"2.440,00",2026-07-01
CUA-202510-004664,2025-10-06,Cuautitlán,Seguridad,Licencia de software,"2.787,25",2026-07-01
CUA-202510-004691,2025-10-06,Cuautitlán,sistemas,Renta de montacargas,"1.105,00",2026-07-01
HER-202510-001532,2025-10-06,Hermosillo,Mantenimiento,Licencia de software,"7.783,50",2026-07-01
HER-202510-001559,2025-10-06,Hermosillo,Nómina Indirecta,Renta de montacargas,"2.977,75",2026-07-01
HER-202510-001586,2025-10-06,Hermosillo,FLETES,Consumo eléctrico,"4.864,25",2026-07-01
HER-202510-001613,2025-10-06,Hermosillo,Refacciones,Servicio externo,"1.995,00",2026-07-01
HER-202510-001640,2025-10-06,Hermosillo,Seguridad,Licencia de software,"2.571,75",2026-07-01
HER-202510-001667,2025-10-06,Hermosillo,Sistemas,Renta de montacargas,"1.001,00",2026-07-01
IRA-202510-010577,2025-10-06,Irapuato,Mantenimiento,Servicio externo,"4.531,00",2026-07-01
IRA-202510-010604,2025-10-06,Irapuato,Nómina Indirecta,Licencia de software,"2.634,75",2026-07-01
IRA-202510-010631,2025-10-06,Irapuato, Fletes,Renta de montacargas,"3.522,00",2026-07-01
IRA-202510-010658,2025-10-06,Irapuato,Refacciones,Consumo eléctrico,"1.468,00",2026-07-01
IRA-202510-010685,2025-10-06,Irapuato,Seguridad,Servicio externo,"1.666,25",2026-07-01
IRA-202510-010712,2025-10-06,Irapuato,Sistemas,Licencia de software,"1.346,00",2026-07-01
CHI-202510-007584,2025-10-07,Chihuahua,Energía,Refacción prensa,"7.140,00",2026-07-01
CHI-202510-007611,2025-10-07,Chihuahua,NÓMINA INDIRECTA,Flete nacional,"4.290,00",2026-07-01
CHI-202510-007638,2025-10-07,Chihuahua,Fletes,Calibración de equipo,"6.720,00",2026-07-01
CHI-202510-007665,2025-10-07,Chihuahua,Refacciones,Equipo de protección,"2.556,00",2026-07-01
CHI-202510-007692,2025-10-07,Chihuahua,Seguridad,Refacción prensa,"4.109,75",2026-07-01
CHI-202510-007719,2025-10-07,Chihuahua,Sistemas,Flete nacional,"1.197,00",2026-07-01
CUA-202510-004560,2025-10-07,Cuautitlán,Energía,Refacción prensa,"7.547,75",2026-07-01
CUA-202510-004587,2025-10-07,Cuautitlán,Nómina Indirecta,Flete nacional,"5.566,25",2026-07-01
CUA-202510-004614,2025-10-07,Cuautitlán,Fletes,Calibración de equipo,"6.357,75",2026-07-01
CUA-202510-004641,2025-10-07,Cuautitlán,refacciones,Equipo de protección,"2.731,00",2026-07-01
CUA-202510-004668,2025-10-07,Cuautitlán,Seguridad,Refacción prensa,"3.660,25",2026-07-01
CUA-202510-004695,2025-10-07,Cuautitlán,Sistemas,Flete nacional,"1.035,50",2026-07-01
HER-202510-001536,2025-10-07,Hermosillo,ENERGÍA,Refacción prensa,"6.153,50",2026-07-01
HER-202510-001563,2025-10-07,Hermosillo,Nómina Indirecta,Flete nacional,"4.667,00",2026-07-01
HER-202510-001590,2025-10-07,Hermosillo,Fletes,Calibración de equipo,"5.939,25",2026-07-01
HER-202510-001617,2025-10-07,Hermosillo,Refacciones,Equipo de protección,"2.908,25",2026-07-01
HER-202510-001644,2025-10-07,Hermosillo,Seguridad,Refacción prensa,"2.424,50",2026-07-01
HER-202510-001671,2025-10-07,Hermosillo,  SISTEMAS ,Flete nacional,"1.680,50",2026-07-01
IRA-202510-010581,2025-10-07,Irapuato, Energía,Equipo de protección,"5.113,25",2026-07-01
IRA-202510-010608,2025-10-07,Irapuato,Nómina Indirecta,Refacción prensa,"4.077,75",2026-07-01
IRA-202510-010635,2025-10-07,Irapuato,Fletes,Flete nacional,"2.694,75",2026-07-01
IRA-202510-010662,2025-10-07,Irapuato,Calidad,Calibración de equipo,"2.065,50",2026-07-01
IRA-202510-010689,2025-10-07,Irapuato,Seguridad,Equipo de protección,"1.699,50",2026-07-01
IRA-202510-010716,2025-10-07,Irapuato,sistemas,Refacción prensa,"1.033,75",2026-07-01
CHI-202510-007561,2025-10-08,Chihuahua,MANTENIMIENTO,Mantenimiento preventivo,"-9.468,75",2026-07-01
CHI-202510-007588,2025-10-08,Chihuahua,Energía,Flete de importación,"9.240,25",2026-07-01
CHI-202510-007615,2025-10-08,Chihuahua,Nómina Indirecta,Nómina de apoyo,"3.652,75",2026-07-01
CHI-202510-007642,2025-10-08,Chihuahua,Fletes,Reparación correctiva,"6.934,25",2026-07-01
CHI-202510-007669,2025-10-08,Chihuahua,Calidad,Mantenimiento preventivo,"1.509,75",2026-07-01
CHI-202510-007696,2025-10-08,Chihuahua,  SEGURIDAD ,Flete de importación,"3.358,00",2026-07-01
CHI-202510-007723,2025-10-08,Chihuahua,Sistemas,Nómina de apoyo,"1.589,00",2026-07-01
CUA-202510-004537,2025-10-08,Cuautitlán,Mantenimiento,Mantenimiento preventivo,"-3.379,00",2026-07-01
CUA-202510-004564,2025-10-08,Cuautitlán,Energía,Flete de importación,"7.563,00",2026-07-01
CUA-202510-004591,2025-10-08,Cuautitlán,nómina indirecta,Nómina de apoyo,"4.478,50",2026-07-01
CUA-202510-004618,2025-10-08,Cuautitlán,Fletes,Reparación correctiva,"5.438,75",2026-07-01
CUA-202510-004645,2025-10-08,Cuautitlán,Calidad,Mantenimiento preventivo,"3.417,00",2026-07-01
CUA-202510-004672,2025-10-08,Cuautitlán,Seguridad,Flete de importación,"3.536,50",2026-07-01
CUA-202510-004699,2025-10-08,Cuautitlán,Sistemas,Nómina de apoyo,"1.877,25",2026-07-01
HER-202510-001513,2025-10-08,Hermosillo,Mantenimiento,Mantenimiento preventivo,"-6.030,25",2026-07-01
HER-202510-001540,2025-10-08,Hermosillo,Energía,Flete de importación,"6.308,75",2026-07-01
HER-202510-001567,2025-10-08,Hermosillo,Nómina Indirecta,Nómina de apoyo,"4.842,00",2026-07-01
HER-202510-001594,2025-10-08,Hermosillo,Fletes,Reparación correctiva,"4.783,00",2026-07-01
HER-202510-001621,2025-10-08,Hermosillo,  CALIDAD ,Mantenimiento preventivo,"1.263,75",2026-07-01
HER-202510-001648,2025-10-08,Hermosillo,Seguridad,Flete de importación,"2.521,75",2026-07-01
HER-202510-001675,2025-10-08,Hermosillo,Sistemas,Nómina de apoyo,"994,50",2026-07-01
IRA-202510-010585,2025-10-08,Irapuato,Energía,Mantenimiento preventivo,"5.261,50",2026-07-01
IRA-202510-010612,2025-10-08,Irapuato,Nómina Indirecta,Flete de importación,"2.317,50",2026-07-01
IRA-202510-010639,2025-10-08,Irapuato,Fletes,Nómina de apoyo,"2.357,50",2026-07-01
IRA-202510-010666,2025-10-08,Irapuato,calidad,Reparación correctiva,"1.584,50",2026-07-01
IRA-202510-010693,2025-10-08,Irapuato,Seguridad,Mantenimiento preventivo,"1.332,75",2026-07-01
IRA-202510-010720,2025-10-08,Irapuato,Sistemas,Flete de importación,"952,00",2026-07-01
CHI-202510-007565,2025-10-09,Chihuahua,Mantenimiento,Servicio externo,"8.029,50",2026-07-01
CHI-202510-007592,2025-10-09,Chihuahua,Energía,Licencia de software,"9.291,50",2026-07-01
CHI-202510-007619,2025-10-09,Chihuahua,Nómina Indirecta,Renta de montacargas,"5.432,25",2026-07-01
CHI-202510-007646,2025-10-09,Chihuahua,  REFACCIONES ,Consumo eléctrico,"4.694,75",2026-07-01
CHI-202510-007673,2025-10-09,Chihuahua,Calidad,Servicio externo,"2.918,00",2026-07-01
CHI-202510-007700,2025-10-09,Chihuahua,Seguridad,Licencia de software,"4.353,00",2026-07-01
CHI-202510-007727,2025-10-09,Chihuahua,Sistemas,Renta de montacargas,"1.769,00",2026-07-01
CUA-202510-004541,2025-10-09,Cuautitlán,mantenimiento,Servicio externo,"7.024,25",2026-07-01
CUA-202510-004568,2025-10-09,Cuautitlán,Energía,Licencia de software,"5.839,25",2026-07-01
CUA-202510-004595,2025-10-09,Cuautitlán,Nómina Indirecta,Renta de montacargas,"4.917,75",2026-07-01
CUA-202510-004622,2025-10-09,Cuautitlán,Refacciones,Consumo eléctrico,"5.247,25",2026-07-01
CUA-202510-004649,2025-10-09,Cuautitlán,Calidad,Servicio externo,"3.834,75",2026-07-01
CUA-202510-004676,2025-10-09,Cuautitlán,Seguridad ,Licencia de software,"2.906,25",2026-07-01
CUA-202510-004703,2025-10-09,Cuautitlán,Sistemas,Renta de montacargas,"1.646,00",2026-07-01
HER-202510-001517,2025-10-09,Hermosillo,Mantenimiento,Servicio externo,"5.527,75",2026-07-01
HER-202510-001544,2025-10-09,Hermosillo,Energía,Licencia de software,"7.338,00",2026-07-01
HER-202510-001571,2025-10-09,Hermosillo,  NÓMINA INDIRECTA ,Renta de montacargas,"5.033,00",2026-07-01
HER-202510-001598,2025-10-09,Hermosillo,Refacciones,Consumo eléctrico,"4.944,00",2026-07-01
HER-202510-001625,2025-10-09,Hermosillo,Calidad,Servicio externo,"1.651,25",2026-07-01
HER-202510-001652,2025-10-09,Hermosillo,Seguridad,Licencia de software,"2.692,75",2026-07-01
HER-202510-001679,2025-10-09,Hermosillo,Sistemas,Renta de montacargas,"1.091,25",2026-07-01
IRA-202510-010562,2025-10-09,Irapuato,Mantenimiento,Consumo eléctrico,"6.559,50",2026-07-01
IRA-202510-010589,2025-10-09,Irapuato,Energía,Servicio externo,"5.952,50",2026-07-01
IRA-202510-010616,2025-10-09,Irapuato,nómina indirecta,Licencia de software,"2.383,25",2026-07-01
IRA-202510-010643,2025-10-09,Irapuato,Refacciones,Renta de montacargas,"4.359,75",2026-07-01
IRA-202510-010670,2025-10-09,Irapuato,Calidad,Consumo eléctrico,"1.248,00",2026-07-01
IRA-202510-010697,2025-10-09,Irapuato,Seguridad,Servicio externo,"1.620,00",2026-07-01
CHI-202510-007569,2025-10-10,Chihuahua,Mantenimiento,Equipo de protección,"5.457,75",2026-07-01
CHI-202510-007596,2025-10-10,Chihuahua,  ENERGÍA ,Refacción prensa,"7.143,00",2026-07-01
CHI-202510-007623,2025-10-10,Chihuahua,Nómina Indirecta,Flete nacional,"4.558,50",2026-07-01
CHI-202510-007650,2025-10-10,Chihuahua,Refacciones,Calibración de equipo,"5.071,00",2026-07-01
CHI-202510-007677,2025-10-10,Chihuahua,Calidad,Equipo de protección,"2.533,25",2026-07-01
CHI-202510-007704,2025-10-10,Chihuahua,Seguridad,Refacción prensa,"3.292,00",2026-07-01
CUA-202510-004545,2025-10-10,Cuautitlán,Mantenimiento,Equipo de protección,"4.014,75",2026-07-01
CUA-202510-004572,2025-10-10,Cuautitlán,Energía,Refacción prensa,"7.464,50",2026-07-01
CUA-202510-004599,2025-10-10,Cuautitlán,Nómina Indirecta,Flete nacional,"3.141,75",2026-07-01
CUA-202510-004626,2025-10-10,Cuautitlán,Refacciones ,Calibración de equipo,"5.109,00",2026-07-01
CUA-202510-004653,2025-10-10,Cuautitlán,Calidad,Equipo de protección,"3.017,25",2026-07-01
CUA-202510-004680,2025-10-10,Cuautitlán,Seguridad,Refacción prensa,"3.417,50",2026-07-01
HER-202510-001521,2025-10-10,Hermosillo,  MANTENIMIENTO ,Equipo de protección,"4.131,25",2026-07-01
HER-202510-001548,2025-10-10,Hermosillo,Energía,Refacción prensa,"7.551,00",2026-07-01
HER-202510-001575,2025-10-10,Hermosillo,Nómina Indirecta,Flete nacional,"3.547,25",2026-07-01
HER-202510-001602,2025-10-10,Hermosillo,Refacciones,Calibración de equipo,"5.050,50",2026-07-01
HER-202510-001629,2025-10-10,Hermosillo,Calidad,Equipo de protección,"1.486,75",2026-07-01
HER-202510-001656,2025-10-10,Hermosillo, Seguridad,Refacción prensa,"2.648,50",2026-07-01
IRA-202510-010566,2025-10-10,Irapuato,mantenimiento,Calibración de equipo,"9.117,75",2026-07-01
IRA-202510-010593,2025-10-10,Irapuato,Energía,Equipo de protección,"5.630,00",2026-07-01
IRA-202510-010620,2025-10-10,Irapuato,Nómina Indirecta,Refacción prensa,"2.536,75",2026-07-01
IRA-202510-010647,2025-10-10,Irapuato,Refacciones,Flete nacional,"4.030,75",2026-07-01
IRA-202510-010674,2025-10-10,Irapuato,Calidad,Calibración de equipo,"1.990,00",2026-07-01
IRA-202510-010701,2025-10-10,Irapuato,Sistemas ,Equipo de protección,"2.028,25",2026-07-01
CHI-202510-007573,2025-10-11,Chihuahua,Mantenimiento,Mantenimiento preventivo,"7.134,75",2026-07-01
CHI-202510-007600,2025-10-11,Chihuahua,Energía,Flete de importación,"9.114,25",2026-07-01
CHI-202510-007627,2025-10-11,Chihuahua,Fletes,Nómina de apoyo,"3.663,00",2026-07-01
CHI-202510-007654,2025-10-11,Chihuahua,Refacciones,Reparación correctiva,"4.604,75",2026-07-01
CHI-202510-007681,2025-10-11,Chihuahua, Calidad,Mantenimiento preventivo,"2.079,75",2026-07-01
CHI-202510-007708,2025-10-11,Chihuahua,Sistemas,Flete de importación,"3.106,50",2026-07-01
CUA-202510-004549,2025-10-11,Cuautitlán,Mantenimiento,Mantenimiento preventivo,"5.914,75",2026-07-01
CUA-202510-004576,2025-10-11,Cuautitlán,Energía ,Flete de importación,"5.772,75",2026-07-01
CUA-202510-004603,2025-10-11,Cuautitlán,Fletes,Nómina de apoyo,"2.539,50",2026-07-01
CUA-202510-004630,2025-10-11,Cuautitlán,Refacciones,Reparación correctiva,"4.580,25",2026-07-01
CUA-202510-004657,2025-10-11,Cuautitlán,Calidad,Mantenimiento preventivo,"4.469,50",2026-07-01
CUA-202510-004684,2025-10-11,Cuautitlán,Sistemas,Flete de importación,"2.116,50",2026-07-01
HER-202510-001525,2025-10-11,Hermosillo,Mantenimiento,Mantenimiento preventivo,"5.492,25",2026-07-01
HER-202510-001552,2025-10-11,Hermosillo,Energía,Flete de importación,"6.469,75",2026-07-01
HER-202510-001579,2025-10-11,Hermosillo,Fletes,Nómina de apoyo,"3.621,50",2026-07-01
HER-202510-001606,2025-10-11,Hermosillo, Refacciones,Reparación correctiva,"4.648,75",2026-07-01
HER-202510-001633,2025-10-11,Hermosillo,Calidad,Mantenimiento preventivo,"1.560,75",2026-07-01
HER-202510-001660,2025-10-11,Hermosillo,Sistemas,Flete de importación,"2.447,00",2026-07-01
IRA-202510-010570,2025-10-11,Irapuato,Mantenimiento,Reparación correctiva,"9.028,50",2026-07-01
IRA-202510-010597,2025-10-11,Irapuato,Energía,Mantenimiento preventivo,"4.902,75",2026-07-01
IRA-202510-010624,2025-10-11,Irapuato,Fletes,Flete de importación,"4.776,75",2026-07-01
IRA-202510-010651,2025-10-11,Irapuato,Refacciones ,Nómina de apoyo,"3.445,50",2026-07-01
IRA-202510-010678,2025-10-11,Irapuato,Calidad,Reparación correctiva,"1.164,00",2026-07-01
IRA-202510-010705,2025-10-11,Irapuato,Sistemas,Mantenimiento preventivo,"2.260,75",2026-07-01
CHI-202510-007577,2025-10-12,Chihuahua,Mantenimiento,Servicio externo,"5.312,00",2026-07-01
CHI-202510-007604,2025-10-12,Chihuahua,Nómina Indirecta,Licencia de software,"8.070,75",2026-07-01
CHI-202510-007631,2025-10-12,Chihuahua, Fletes,Renta de montacargas,"2.882,50",2026-07-01
CHI-202510-007658,2025-10-12,Chihuahua,Refacciones,Consumo eléctrico,"5.548,00",2026-07-01
CHI-202510-007685,2025-10-12,Chihuahua,Calidad,Servicio externo,"2.120,25",2026-07-01
CHI-202510-007712,2025-10-12,Chihuahua,Sistemas,Licencia de software,"2.309,00",2026-07-01
CUA-202510-004553,2025-10-12,Cuautitlán,Mantenimiento,Servicio externo,"5.548,25",2026-07-01
CUA-202510-004580,2025-10-12,Cuautitlán,Nómina Indirecta,Licencia de software,"7.646,00",2026-07-01
CUA-202510-004607,2025-10-12,Cuautitlán,Fletes,Renta de montacargas,"3.255,50",2026-07-01
CUA-202510-004634,2025-10-12,Cuautitlán,Refacciones,Consumo eléctrico,"4.209,25",2026-07-01
CUA-202510-004661,2025-10-12,Cuautitlán,CALIDAD,Servicio externo,"3.805,25",2026-07-01
CUA-202510-004688,2025-10-12,Cuautitlán,Sistemas,Licencia de software,"2.397,50",2026-07-01
HER-202510-001529,2025-10-12,Hermosillo,Mantenimiento,Servicio externo,"5.910,25",2026-07-01
HER-202510-001556,2025-10-12,Hermosillo, Nómina Indirecta,Licencia de software,"7.154,75",2026-07-01
HER-202510-001583,2025-10-12,Hermosillo,Fletes,Renta de montacargas,"2.742,75",2026-07-01
HER-202510-001610,2025-10-12,Hermosillo,Refacciones,Consumo eléctrico,"4.857,25",2026-07-01
HER-202510-001637,2025-10-12,Hermosillo,Calidad,Servicio externo,"2.264,50",2026-07-01
HER-202510-001664,2025-10-12,Hermosillo,Sistemas,Licencia de software,"2.496,00",2026-07-01
IRA-202510-010574,2025-10-12,Irapuato,Mantenimiento,Consumo eléctrico,"9.510,50",2026-07-01
IRA-202510-010601,2025-10-12,Irapuato,Nómina Indirecta ,Servicio externo,"5.726,50",2026-07-01
IRA-202510-010628,2025-10-12,Irapuato,Fletes,Licencia de software,"4.011,25",2026-07-01
IRA-202510-010655,2025-10-12,Irapuato,Refacciones,Renta de montacargas,"3.177,25",2026-07-01
IRA-202510-010682,2025-10-12,Irapuato,Seguridad,Consumo eléctrico,"2.527,75",2026-07-01
IRA-202510-010709,2025-10-12,Irapuato,Sistemas,Servicio externo,"1.660,25",2026-07-01
CHI-202510-007581,2025-10-13,Chihuahua, Mantenimiento,Equipo de protección,"8.169,50",2026-07-01
CHI-202510-007608,2025-10-13,Chihuahua,Nómina Indirecta,Refacción prensa,"8.675,00",2026-07-01
CHI-202510-007635,2025-10-13,Chihuahua,Fletes,Flete nacional,"3.522,50",2026-07-01
CHI-202510-007662,2025-10-13,Chihuahua,Refacciones,Calibración de equipo,"5.468,75",2026-07-01
CHI-202510-007689,2025-10-13,Chihuahua,Seguridad,Equipo de protección,"2.477,25",2026-07-01
CHI-202510-007716,2025-10-13,Chihuahua,sistemas,Refacción prensa,"2.741,75",2026-07-01
CUA-202510-004557,2025-10-13,Cuautitlán,Mantenimiento,Equipo de protección,"6.183,00",2026-07-01
CUA-202510-004584,2025-10-13,Cuautitlán,Nómina Indirecta,Refacción prensa,"7.242,25",2026-07-01
CUA-202510-004611,2025-10-13,Cuautitlán,FLETES,Flete nacional,"3.293,00",2026-07-01
CUA-202510-004638,2025-10-13,Cuautitlán,Refacciones,Calibración de equipo,"5.759,75",2026-07-01
CUA-202510-004665,2025-10-13,Cuautitlán,Seguridad,Equipo de protección,"2.266,75",2026-07-01
CUA-202510-004692,2025-10-13,Cuautitlán,Sistemas,Refacción prensa,"2.056,25",2026-07-01
HER-202510-001533,2025-10-13,Hermosillo,Mantenimiento,Equipo de protección,"7.295,50",2026-07-01
HER-202510-001560,2025-10-13,Hermosillo,Nómina Indirecta,Refacción prensa,"5.811,50",2026-07-01
HER-202510-001587,2025-10-13,Hermosillo,Fletes,Flete nacional,"3.201,75",2026-07-01
HER-202510-001614,2025-10-13,Hermosillo,Refacciones,Calibración de equipo,"5.099,50",2026-07-01
HER-202510-001641,2025-10-13,Hermosillo,seguridad,Equipo de protección,"2.242,25",2026-07-01
HER-202510-001668,2025-10-13,Hermosillo,Sistemas,Refacción prensa,"2.738,00",2026-07-01
IRA-202510-010578,2025-10-13,Irapuato,Mantenimiento,Calibración de equipo,"7.382,00",2026-07-01
IRA-202510-010605,2025-10-13,Irapuato,Nómina Indirecta,Equipo de protección,"4.608,00",2026-07-01
IRA-202510-010632,2025-10-13,Irapuato,Fletes,Refacción prensa,"3.975,75",2026-07-01
IRA-202510-010659,2025-10-13,Irapuato,Refacciones,Flete nacional,"4.095,25",2026-07-01
IRA-202510-010686,2025-10-13,Irapuato,SEGURIDAD,Calibración de equipo,"2.481,00",2026-07-01
IRA-202510-010713,2025-10-13,Irapuato,Sistemas,Equipo de protección,"1.638,75",2026-07-01
CHI-202510-007585,2025-10-14,Chihuahua,Energía,Mantenimiento preventivo,"5.513,50",2026-07-01
CHI-202510-007612,2025-10-14,Chihuahua,Nómina Indirecta,Flete de importación,"9.610,75",2026-07-01
CHI-202510-007639,2025-10-14,Chihuahua,Fletes,Nómina de apoyo,"2.961,50",2026-07-01
CHI-202510-007666,2025-10-14,Chihuahua,calidad,Reparación correctiva,"3.411,00",2026-07-01
CHI-202510-007693,2025-10-14,Chihuahua,Seguridad,Mantenimiento preventivo,"1.819,75",2026-07-01
CHI-202510-007720,2025-10-14,Chihuahua,Sistemas,Flete de importación,"2.999,75",2026-07-01
CUA-202510-004561,2025-10-14,Cuautitlán,ENERGÍA,Mantenimiento preventivo,"3.763,75",2026-07-01
CUA-202510-004588,2025-10-14,Cuautitlán,Nómina Indirecta,Flete de importación,"6.463,75",2026-07-01
CUA-202510-004615,2025-10-14,Cuautitlán,Fletes,Nómina de apoyo,"2.284,75",2026-07-01
CUA-202510-004642,2025-10-14,Cuautitlán,Calidad,Reparación correctiva,"6.604,50",2026-07-01
CUA-202510-004669,2025-10-14,Cuautitlán,Seguridad,Mantenimiento preventivo,"1.393,75",2026-07-01
CUA-202510-004696,2025-10-14,Cuautitlán,  SISTEMAS ,Flete de importación,"2.206,25",2026-07-01
HER-202510-001537,2025-10-14,Hermosillo,Energía,Mantenimiento preventivo,"4.411,50",2026-07-01
HER-202510-001564,2025-10-14,Hermosillo,Nómina Indirecta,Flete de importación,"8.079,00",2026-07-01
HER-202510-001591,2025-10-14,Hermosillo,fletes,Nómina de apoyo,"2.126,75",2026-07-01
HER-202510-001618,2025-10-14,Hermosillo,Calidad,Reparación correctiva,"2.945,75",2026-07-01
HER-202510-001645,2025-10-14,Hermosillo,Seguridad,Mantenimiento preventivo,"2.389,50",2026-07-01
HER-202510-001672,2025-10-14,Hermosillo,Sistemas,Flete de importación,"2.190,75",2026-07-01
IRA-202510-010582,2025-10-14,Irapuato,Energía,Reparación correctiva,"3.908,75",2026-07-01
IRA-202510-010609,2025-10-14,Irapuato,Nómina Indirecta,Mantenimiento preventivo,"4.395,50",2026-07-01
IRA-202510-010636,2025-10-14,Irapuato,FLETES,Flete de importación,"4.614,25",2026-07-01
IRA-202510-010663,2025-10-14,Irapuato,Calidad,Nómina de apoyo,"2.965,50",2026-07-01
IRA-202510-010690,2025-10-14,Irapuato,Seguridad,Reparación correctiva,"2.177,75",2026-07-01
IRA-202510-010717,2025-10-14,Irapuato,Sistemas,Mantenimiento preventivo,"2.197,50",2026-07-01
CHI-202510-007562,2025-10-15,Chihuahua,Mantenimiento,Consumo eléctrico,"11.259,00",2026-07-01
CHI-202510-007589,2025-10-15,Chihuahua,Energía,Servicio externo,"3.413,25",2026-07-01
CHI-202510-007616,2025-10-15,Chihuahua,nómina indirecta,Licencia de software,"7.089,00",2026-07-01
CHI-202510-007643,2025-10-15,Chihuahua,Fletes,Renta de montacargas,"2.747,25",2026-07-01
CHI-202510-007670,2025-10-15,Chihuahua,Calidad,Consumo eléctrico,"3.780,25",2026-07-01
CHI-202510-007697,2025-10-15,Chihuahua,Seguridad,Servicio externo,"2.571,50",2026-07-01
CHI-202510-007724,2025-10-15,Chihuahua,Sistemas,Licencia de software,"2.420,00",2026-07-01
CUA-202510-004538,2025-10-15,Cuautitlán,Mantenimiento,Consumo eléctrico,"9.583,25",2026-07-01
CUA-202510-004565,2025-10-15,Cuautitlán,Energía,Servicio externo,"3.748,50",2026-07-01
CUA-202510-004592,2025-10-15,Cuautitlán,Nómina Indirecta,Licencia de software,"7.195,50",2026-07-01
CUA-202510-004619,2025-10-15,Cuautitlán,Fletes,Renta de montacargas,"3.203,75",2026-07-01
CUA-202510-004646,2025-10-15,Cuautitlán,  CALIDAD ,Consumo eléctrico,"6.447,25",2026-07-01
CUA-202510-004673,2025-10-15,Cuautitlán,Seguridad,Servicio externo,"1.517,50",2026-07-01
CUA-202510-004700,2025-10-15,Cuautitlán,Sistemas,Licencia de software,"2.148,50",2026-07-01
HER-202510-001514,2025-10-15,Hermosillo,Mantenimiento,Consumo eléctrico,"8.274,00",2026-07-01
HER-202510-001541,2025-10-15,Hermosillo,energía,Servicio externo,"4.256,25",2026-07-01
HER-202510-001568,2025-10-15,Hermosillo,Nómina Indirecta,Licencia de software,"7.564,50",2026-07-01
HER-202510-001595,2025-10-15,Hermosillo,Fletes,Renta de montacargas,"3.283,00",2026-07-01
HER-202510-001622,2025-10-15,Hermosillo,Calidad,Consumo eléctrico,"3.522,75",2026-07-01
HER-202510-001649,2025-10-15,Hermosillo,Seguridad,Servicio externo,"2.292,25",2026-07-01
HER-202510-001676,2025-10-15,Hermosillo,Sistemas ,Licencia de software,"1.907,75",2026-07-01
IRA-202510-010586,2025-10-15,Irapuato,ENERGÍA,Consumo eléctrico,"3.760,50",2026-07-01
IRA-202510-010613,2025-10-15,Irapuato,Nómina Indirecta,Servicio externo,"5.843,75",2026-07-01
IRA-202510-010640,2025-10-15,Irapuato,Fletes,Licencia de software,"3.811,25",2026-07-01
IRA-202510-010667,2025-10-15,Irapuato,Calidad,Renta de montacargas,"2.796,25",2026-07-01
IRA-202510-010694,2025-10-15,Irapuato,Seguridad,Consumo eléctrico,"2.267,25",2026-07-01
CHI-202510-007566,2025-10-16,Chihuahua,mantenimiento,Calibración de equipo,"10.991,50",2026-07-01
CHI-202510-007593,2025-10-16,Chihuahua,Energía,Equipo de protección,"3.362,00",2026-07-01
CHI-202510-007620,2025-10-16,Chihuahua,Nómina Indirecta,Refacción prensa,"7.572,00",2026-07-01
CHI-202510-007647,2025-10-16,Chihuahua,Refacciones,Flete nacional,"4.203,25",2026-07-01
CHI-202510-007674,2025-10-16,Chihuahua,Calidad,Calibración de equipo,"3.525,00",2026-07-01
CHI-202510-007701,2025-10-16,Chihuahua,Seguridad ,Equipo de protección,"1.576,50",2026-07-01
CHI-202510-007728,2025-10-16,Chihuahua,Sistemas,Refacción prensa,"2.240,25",2026-07-01
CUA-202510-004542,2025-10-16,Cuautitlán,Mantenimiento,Calibración de equipo,"9.944,50",2026-07-01
CUA-202510-004569,2025-10-16,Cuautitlán,Energía,Equipo de protección,"5.472,25",2026-07-01
CUA-202510-004596,2025-10-16,Cuautitlán,  NÓMINA INDIRECTA ,Refacción prensa,"7.886,25",2026-07-01
CUA-202510-004623,2025-10-16,Cuautitlán,Refacciones,Flete nacional,"2.588,25",2026-07-01
CUA-202510-004650,2025-10-16,Cuautitlán,Calidad,Calibración de equipo,"5.359,00",2026-07-01
CUA-202510-004677,2025-10-16,Cuautitlán,Seguridad,Equipo de protección,"2.147,75",2026-07-01
CUA-202510-004704,2025-10-16,Cuautitlán,Sistemas,Refacción prensa,"1.987,50",2026-07-01
HER-202510-001518,2025-10-16,Hermosillo,Mantenimiento,Calibración de equipo,"8.867,50",2026-07-01
HER-202510-001545,2025-10-16,Hermosillo,Energía,Equipo de protección,"3.227,00",2026-07-01
HER-202510-001572,2025-10-16,Hermosillo,Nómina Indirecta,Refacción prensa,"5.882,75",2026-07-01
HER-202510-001599,2025-10-16,Hermosillo,Refacciones,Flete nacional,"2.847,50",2026-07-01
HER-202510-001626,2025-10-16,Hermosillo,Calidad ,Calibración de equipo,"3.138,75",2026-07-01
HER-202510-001653,2025-10-16,Hermosillo,Seguridad,Equipo de protección,"2.121,25",2026-07-01
HER-202510-001680,2025-10-16,Hermosillo,Sistemas,Refacción prensa,"1.844,50",2026-07-01
IRA-202510-010563,2025-10-16,Irapuato,Mantenimiento,Flete nacional,"6.258,00",2026-07-01
IRA-202510-010590,2025-10-16,Irapuato,Energía,Calibración de equipo,"3.069,50",2026-07-01
