folio,fecha,planta,centro_costo,concepto,monto,cargado_en
CUA-202512-005123,2025-12-06,Cuautitlán,Mantenimiento,Renta de montacargas,"10.573,50",2026-07-01
CUA-202512-005150,2025-12-06,Cuautitlán,Energía,Consumo eléctrico,"4.205,25",2026-07-01
CUA-202512-005177,2025-12-06,Cuautitlán,Nómina Indirecta,Servicio externo,"3.807,25",2026-07-01
CUA-202512-005204,2025-12-06,Cuautitlán,Refacciones,Licencia de software,"2.610,25",2026-07-01
CUA-202512-005231,2025-12-06,Cuautitlán, Calidad,Renta de montacargas,"2.208,00",2026-07-01
CUA-202512-005258,2025-12-06,Cuautitlán,Seguridad,Consumo eléctrico,"1.296,00",2026-07-01
HER-202512-002666,2025-12-06,Hermosillo,mantenimiento,Consumo eléctrico,"4.185,75",2026-07-01
HER-202512-002693,2025-12-06,Hermosillo,Nómina Indirecta,Servicio externo,"5.529,50",2026-07-01
HER-202512-002720,2025-12-06,Hermosillo,Fletes,Licencia de software,"5.495,00",2026-07-01
HER-202512-002747,2025-12-06,Hermosillo,Refacciones,Renta de montacargas,"3.869,75",2026-07-01
HER-202512-002774,2025-12-06,Hermosillo,Calidad,Consumo eléctrico,"2.501,75",2026-07-01
HER-202512-002801,2025-12-06,Hermosillo,Sistemas ,Servicio externo,"1.796,00",2026-07-01
IRA-202512-010901,2025-12-06,Irapuato,Energía ,Servicio externo,"5.189,00",2026-07-01
IRA-202512-010928,2025-12-06,Irapuato,Nómina Indirecta,Licencia de software,"6.175,50",2026-07-01
IRA-202512-010955,2025-12-06,Irapuato,Fletes,Renta de montacargas,"5.509,00",2026-07-01
IRA-202512-010982,2025-12-06,Irapuato,Calidad,Consumo eléctrico,"2.660,25",2026-07-01
IRA-202512-011009,2025-12-06,Irapuato,Seguridad,Servicio externo,"2.654,50",2026-07-01
IRA-202512-011036,2025-12-06,Irapuato,SISTEMAS,Licencia de software,"970,75",2026-07-01
CHI-202512-008016,2025-12-07,Chihuahua,mantenimiento,Refacción prensa,"6.868,25",2026-07-01
CHI-202512-008043,2025-12-07,Chihuahua,Nómina Indirecta,Flete nacional,"4.952,75",2026-07-01
CHI-202512-008070,2025-12-07,Chihuahua,Fletes,Calibración de equipo,"4.202,25",2026-07-01
CHI-202512-008097,2025-12-07,Chihuahua,Refacciones,Equipo de protección,"4.162,50",2026-07-01
CHI-202512-008124,2025-12-07,Chihuahua,Seguridad,Refacción prensa,"2.256,50",2026-07-01
CHI-202512-008151,2025-12-07,Chihuahua,Sistemas ,Flete nacional,"2.360,25",2026-07-01
CUA-202512-005127,2025-12-07,Cuautitlán,Mantenimiento,Flete nacional,"11.101,50",2026-07-01
CUA-202512-005154,2025-12-07,Cuautitlán,Energía,Calibración de equipo,"5.265,75",2026-07-01
CUA-202512-005181,2025-12-07,Cuautitlán, Fletes,Equipo de protección,"4.705,50",2026-07-01
CUA-202512-005208,2025-12-07,Cuautitlán,Refacciones,Refacción prensa,"3.060,25",2026-07-01
CUA-202512-005235,2025-12-07,Cuautitlán,Calidad,Flete nacional,"1.929,75",2026-07-01
CUA-202512-005262,2025-12-07,Cuautitlán,Sistemas,Calibración de equipo,"1.164,00",2026-07-01
HER-202512-002670,2025-12-07,Hermosillo,Energía,Calibración de equipo,"5.978,25",2026-07-01
HER-202512-002697,2025-12-07,Hermosillo,Nómina Indirecta,Equipo de protección,"7.657,50",2026-07-01
HER-202512-002724,2025-12-07,Hermosillo,Fletes,Refacción prensa,"4.734,50",2026-07-01
HER-202512-002751,2025-12-07,Hermosillo,Refacciones ,Flete nacional,"3.425,50",2026-07-01
HER-202512-002778,2025-12-07,Hermosillo,Seguridad,Calibración de equipo,"1.936,75",2026-07-01
HER-202512-002805,2025-12-07,Hermosillo,Sistemas,Equipo de protección,"1.561,50",2026-07-01
IRA-202512-010905,2025-12-07,Irapuato,Energía,Equipo de protección,"5.110,00",2026-07-01
IRA-202512-010932,2025-12-07,Irapuato,Nómina Indirecta,Refacción prensa,"6.984,00",2026-07-01
IRA-202512-010959,2025-12-07,Irapuato,Fletes,Flete nacional,"5.585,25",2026-07-01
IRA-202512-010986,2025-12-07,Irapuato,CALIDAD,Calibración de equipo,"2.646,75",2026-07-01
IRA-202512-011013,2025-12-07,Irapuato,Seguridad,Equipo de protección,"2.360,50",2026-07-01
IRA-202512-011040,2025-12-07,Irapuato,Sistemas,Refacción prensa,"1.454,25",2026-07-01
CHI-202512-008020,2025-12-08,Chihuahua,Mantenimiento,Flete de importación,"6.929,00",2026-07-01
CHI-202512-008047,2025-12-08,Chihuahua,Nómina Indirecta,Nómina de apoyo,"5.391,00",2026-07-01
CHI-202512-008074,2025-12-08,Chihuahua,Fletes,Reparación correctiva,"2.954,50",2026-07-01
CHI-202512-008101,2025-12-08,Chihuahua,Calidad ,Mantenimiento preventivo,"-4.759,25",2026-07-01
CHI-202512-008128,2025-12-08,Chihuahua,Seguridad,Flete de importación,"2.349,50",2026-07-01
CHI-202512-008155,2025-12-08,Chihuahua,Sistemas,Nómina de apoyo,"2.976,50",2026-07-01
CUA-202512-005131,2025-12-08,Cuautitlán, Mantenimiento,Nómina de apoyo,"9.555,25",2026-07-01
CUA-202512-005158,2025-12-08,Cuautitlán,Energía,Reparación correctiva,"4.485,50",2026-07-01
CUA-202512-005185,2025-12-08,Cuautitlán,Fletes,Mantenimiento preventivo,"6.330,00",2026-07-01
CUA-202512-005212,2025-12-08,Cuautitlán,Refacciones,Flete de importación,"2.978,50",2026-07-01
CUA-202512-005239,2025-12-08,Cuautitlán,Calidad,Nómina de apoyo,"3.008,75",2026-07-01
CUA-202512-005266,2025-12-08,Cuautitlán,sistemas,Reparación correctiva,"1.639,00",2026-07-01
HER-202512-002674,2025-12-08,Hermosillo,Energía,Reparación correctiva,"7.943,75",2026-07-01
HER-202512-002701,2025-12-08,Hermosillo,Nómina Indirecta ,Mantenimiento preventivo,"6.282,25",2026-07-01
HER-202512-002728,2025-12-08,Hermosillo,Fletes,Flete de importación,"4.703,75",2026-07-01
HER-202512-002755,2025-12-08,Hermosillo,Calidad,Nómina de apoyo,"1.493,00",2026-07-01
HER-202512-002782,2025-12-08,Hermosillo,Seguridad,Reparación correctiva,"1.254,00",2026-07-01
HER-202512-002809,2025-12-08,Hermosillo,Sistemas,Mantenimiento preventivo,"1.389,00",2026-07-01
IRA-202512-010882,2025-12-08,Irapuato,Mantenimiento,Reparación correctiva,"3.400,50",2026-07-01
IRA-202512-010909,2025-12-08,Irapuato,Energía,Mantenimiento preventivo,"6.897,25",2026-07-01
IRA-202512-010936,2025-12-08,Irapuato,NÓMINA INDIRECTA,Flete de importación,"6.697,00",2026-07-01
IRA-202512-010963,2025-12-08,Irapuato,Refacciones,Nómina de apoyo,"3.473,75",2026-07-01
IRA-202512-010990,2025-12-08,Irapuato,Calidad,Reparación correctiva,"2.617,50",2026-07-01
IRA-202512-011017,2025-12-08,Irapuato,Seguridad,Mantenimiento preventivo,"2.409,25",2026-07-01
CHI-202512-008024,2025-12-09,Chihuahua,Energía,Licencia de software,"4.708,75",2026-07-01
CHI-202512-008051,2025-12-09,Chihuahua,Nómina Indirecta ,Renta de montacargas,"5.014,25",2026-07-01
CHI-202512-008078,2025-12-09,Chihuahua,Fletes,Consumo eléctrico,"4.625,00",2026-07-01
CHI-202512-008105,2025-12-09,Chihuahua,Calidad,Servicio externo,"2.743,00",2026-07-01
CHI-202512-008132,2025-12-09,Chihuahua,Seguridad,Licencia de software,"2.409,75",2026-07-01
CHI-202512-008159,2025-12-09,Chihuahua,Sistemas,Renta de montacargas,"2.882,25",2026-07-01
CUA-202512-005135,2025-12-09,Cuautitlán,Mantenimiento,Renta de montacargas,"8.453,25",2026-07-01
CUA-202512-005162,2025-12-09,Cuautitlán,Nómina Indirecta,Consumo eléctrico,"7.323,50",2026-07-01
CUA-202512-005189,2025-12-09,Cuautitlán,Fletes,Servicio externo,"5.820,50",2026-07-01
CUA-202512-005216,2025-12-09,Cuautitlán,refacciones,Licencia de software,"2.224,25",2026-07-01
CUA-202512-005243,2025-12-09,Cuautitlán,Seguridad,Renta de montacargas,"3.031,25",2026-07-01
CUA-202512-005270,2025-12-09,Cuautitlán,Sistemas,Consumo eléctrico,"1.382,75",2026-07-01
HER-202512-002651,2025-12-09,Hermosillo,Mantenimiento ,Renta de montacargas,"7.516,25",2026-07-01
HER-202512-002678,2025-12-09,Hermosillo,Energía,Consumo eléctrico,"8.398,50",2026-07-01
HER-202512-002705,2025-12-09,Hermosillo,Nómina Indirecta,Servicio externo,"6.087,75",2026-07-01
HER-202512-002732,2025-12-09,Hermosillo,Fletes,Licencia de software,"4.132,00",2026-07-01
HER-202512-002759,2025-12-09,Hermosillo,Calidad,Renta de montacargas,"1.669,50",2026-07-01
HER-202512-002786,2025-12-09,Hermosillo,SEGURIDAD,Consumo eléctrico,"1.828,75",2026-07-01
HER-202512-002813,2025-12-09,Hermosillo,Sistemas,Servicio externo,"1.237,75",2026-07-01
IRA-202512-010886,2025-12-09,Irapuato,MANTENIMIENTO,Consumo eléctrico,"4.225,75",2026-07-01
IRA-202512-010913,2025-12-09,Irapuato,Energía,Servicio externo,"5.565,50",2026-07-01
IRA-202512-010940,2025-12-09,Irapuato,Nómina Indirecta,Licencia de software,"4.890,00",2026-07-01
IRA-202512-010967,2025-12-09,Irapuato,Refacciones,Renta de montacargas,"4.522,75",2026-07-01
IRA-202512-010994,2025-12-09,Irapuato,Calidad,Consumo eléctrico,"2.871,75",2026-07-01
IRA-202512-011021,2025-12-09,Irapuato,  SISTEMAS ,Servicio externo,"2.317,75",2026-07-01
CHI-202512-008001,2025-12-10,Chihuahua,Mantenimiento ,Equipo de protección,"8.645,00",2026-07-01
CHI-202512-008028,2025-12-10,Chihuahua,Energía,Refacción prensa,"5.870,25",2026-07-01
CHI-202512-008055,2025-12-10,Chihuahua,Nómina Indirecta,Flete nacional,"5.173,75",2026-07-01
CHI-202512-008082,2025-12-10,Chihuahua,Refacciones,Calibración de equipo,"3.306,50",2026-07-01
CHI-202512-008109,2025-12-10,Chihuahua,Calidad,Equipo de protección,"2.104,50",2026-07-01
CHI-202512-008136,2025-12-10,Chihuahua,SEGURIDAD,Refacción prensa,"2.075,50",2026-07-01
CUA-202512-005139,2025-12-10,Cuautitlán,Mantenimiento,Flete nacional,"10.804,25",2026-07-01
CUA-202512-005166,2025-12-10,Cuautitlán,nómina indirecta,Calibración de equipo,"7.043,00",2026-07-01
CUA-202512-005193,2025-12-10,Cuautitlán,Fletes,Equipo de protección,"5.332,25",2026-07-01
CUA-202512-005220,2025-12-10,Cuautitlán,Refacciones,Refacción prensa,"3.331,50",2026-07-01
CUA-202512-005247,2025-12-10,Cuautitlán,Seguridad,Flete nacional,"3.247,50",2026-07-01
CUA-202512-005274,2025-12-10,Cuautitlán,Sistemas,Calibración de equipo,"1.355,25",2026-07-01
HER-202512-002655,2025-12-10,Hermosillo,Mantenimiento,Flete nacional,"9.168,50",2026-07-01
HER-202512-002682,2025-12-10,Hermosillo,Energía,Calibración de equipo,"5.723,50",2026-07-01
HER-202512-002709,2025-12-10,Hermosillo,Nómina Indirecta,Equipo de protección,"7.683,75",2026-07-01
HER-202512-002736,2025-12-10,Hermosillo,REFACCIONES,Refacción prensa,"1.986,25",2026-07-01
HER-202512-002763,2025-12-10,Hermosillo,Calidad,Flete nacional,"1.805,00",2026-07-01
HER-202512-002790,2025-12-10,Hermosillo,Seguridad,Calibración de equipo,"1.444,25",2026-07-01
IRA-202512-010890,2025-12-10,Irapuato,Mantenimiento,Calibración de equipo,"4.451,50",2026-07-01
IRA-202512-010917,2025-12-10,Irapuato,Energía,Equipo de protección,"5.801,00",2026-07-01
IRA-202512-010944,2025-12-10,Irapuato,Fletes,Refacción prensa,"2.912,00",2026-07-01
IRA-202512-010971,2025-12-10,Irapuato,  REFACCIONES ,Flete nacional,"4.272,25",2026-07-01
IRA-202512-010998,2025-12-10,Irapuato,Calidad,Calibración de equipo,"2.739,50",2026-07-01
IRA-202512-011025,2025-12-10,Irapuato,Sistemas,Equipo de protección,"2.188,00",2026-07-01
CHI-202512-008005,2025-12-11,Chihuahua,Mantenimiento,Mantenimiento preventivo,"8.293,50",2026-07-01
CHI-202512-008032,2025-12-11,Chihuahua,Energía,Flete de importación,"4.690,25",2026-07-01
CHI-202512-008059,2025-12-11,Chihuahua,Nómina Indirecta,Nómina de apoyo,"3.889,50",2026-07-01
CHI-202512-008086,2025-12-11,Chihuahua,REFACCIONES,Reparación correctiva,"2.767,50",2026-07-01
CHI-202512-008113,2025-12-11,Chihuahua,Calidad,Mantenimiento preventivo,"1.693,00",2026-07-01
CHI-202512-008140,2025-12-11,Chihuahua,Seguridad,Flete de importación,"2.454,00",2026-07-01
CUA-202512-005143,2025-12-11,Cuautitlán,Energía,Nómina de apoyo,"6.226,00",2026-07-01
CUA-202512-005170,2025-12-11,Cuautitlán,Nómina Indirecta,Reparación correctiva,"8.176,25",2026-07-01
CUA-202512-005197,2025-12-11,Cuautitlán,Fletes,Mantenimiento preventivo,"4.734,25",2026-07-01
CUA-202512-005224,2025-12-11,Cuautitlán,Calidad,Flete de importación,"3.493,00",2026-07-01
CUA-202512-005251,2025-12-11,Cuautitlán,Seguridad ,Nómina de apoyo,"2.796,75",2026-07-01
CUA-202512-005278,2025-12-11,Cuautitlán,Sistemas,Reparación correctiva,"1.836,75",2026-07-01
HER-202512-002659,2025-12-11,Hermosillo,Mantenimiento,Nómina de apoyo,"8.197,50",2026-07-01
HER-202512-002686,2025-12-11,Hermosillo,ENERGÍA,Reparación correctiva,"6.780,75",2026-07-01
HER-202512-002713,2025-12-11,Hermosillo,Fletes,Mantenimiento preventivo,"3.757,25",2026-07-01
HER-202512-002740,2025-12-11,Hermosillo,Refacciones,Flete de importación,"2.741,50",2026-07-01
HER-202512-002767,2025-12-11,Hermosillo,Calidad,Nómina de apoyo,"1.798,50",2026-07-01
HER-202512-002794,2025-12-11,Hermosillo,Seguridad,Reparación correctiva,"1.397,75",2026-07-01
IRA-202512-010894,2025-12-11,Irapuato,Mantenimiento,Reparación correctiva,"5.615,00",2026-07-01
IRA-202512-010921,2025-12-11,Irapuato,  NÓMINA INDIRECTA ,Mantenimiento preventivo,"-2.395,00",2026-07-01
IRA-202512-010948,2025-12-11,Irapuato,Fletes,Flete de importación,"3.114,75",2026-07-01
IRA-202512-010975,2025-12-11,Irapuato,Refacciones,Nómina de apoyo,"3.456,25",2026-07-01
IRA-202512-011002,2025-12-11,Irapuato,Seguridad,Reparación correctiva,"1.854,25",2026-07-01
IRA-202512-011029,2025-12-11,Irapuato,Sistemas,Mantenimiento preventivo,"2.251,00",2026-07-01
CHI-202512-008009,2025-12-12,Chihuahua,Mantenimiento,Servicio externo,"11.097,00",2026-07-01
CHI-202512-008036,2025-12-12,Chihuahua,ENERGÍA,Licencia de software,"4.506,00",2026-07-01
CHI-202512-008063,2025-12-12,Chihuahua,Fletes,Renta de montacargas,"6.417,00",2026-07-01
CHI-202512-008090,2025-12-12,Chihuahua,Refacciones,Consumo eléctrico,"2.472,00",2026-07-01
CHI-202512-008117,2025-12-12,Chihuahua,Calidad,Servicio externo,"2.908,50",2026-07-01
CHI-202512-008144,2025-12-12,Chihuahua,Sistemas,Licencia de software,"1.606,75",2026-07-01
CUA-202512-005147,2025-12-12,Cuautitlán,Energía,Renta de montacargas,"7.864,00",2026-07-01
CUA-202512-005174,2025-12-12,Cuautitlán,Nómina Indirecta,Consumo eléctrico,"6.293,00",2026-07-01
CUA-202512-005201,2025-12-12,Cuautitlán,Refacciones ,Servicio externo,"5.413,25",2026-07-01
CUA-202512-005228,2025-12-12,Cuautitlán,Calidad,Licencia de software,"3.973,50",2026-07-01
CUA-202512-005255,2025-12-12,Cuautitlán,Seguridad,Renta de montacargas,"3.134,50",2026-07-01
HER-202512-002663,2025-12-12,Hermosillo,Mantenimiento,Renta de montacargas,"7.568,75",2026-07-01
HER-202512-002690,2025-12-12,Hermosillo,Energía,Consumo eléctrico,"5.601,75",2026-07-01
HER-202512-002717,2025-12-12,Hermosillo,Fletes,Servicio externo,"3.557,25",2026-07-01
HER-202512-002744,2025-12-12,Hermosillo,Refacciones,Licencia de software,"3.176,00",2026-07-01
HER-202512-002771,2025-12-12,Hermosillo,  CALIDAD ,Renta de montacargas,"2.473,00",2026-07-01
HER-202512-002798,2025-12-12,Hermosillo,Sistemas,Consumo eléctrico,"2.331,75",2026-07-01
IRA-202512-010898,2025-12-12,Irapuato,Mantenimiento,Consumo eléctrico,"5.577,50",2026-07-01
IRA-202512-010925,2025-12-12,Irapuato,Nómina Indirecta,Servicio externo,"3.680,25",2026-07-01
IRA-202512-010952,2025-12-12,Irapuato,Fletes,Licencia de software,"2.299,50",2026-07-01
IRA-202512-010979,2025-12-12,Irapuato,Refacciones,Renta de montacargas,"3.834,00",2026-07-01
IRA-202512-011006,2025-12-12,Irapuato, Seguridad,Consumo eléctrico,"1.300,25",2026-07-01
IRA-202512-011033,2025-12-12,Irapuato,Sistemas,Servicio externo,"1.889,50",2026-07-01
CHI-202512-008013,2025-12-13,Chihuahua,Mantenimiento,Equipo de protección,"11.258,50",2026-07-01
CHI-202512-008040,2025-12-13,Chihuahua,Energía,Refacción prensa,"5.437,00",2026-07-01
CHI-202512-008067,2025-12-13,Chihuahua,Fletes,Flete nacional,"5.620,00",2026-07-01
CHI-202512-008094,2025-12-13,Chihuahua,Refacciones,Calibración de equipo,"3.147,00",2026-07-01
CHI-202512-008121,2025-12-13,Chihuahua,  SEGURIDAD ,Equipo de protección,"3.037,00",2026-07-01
CHI-202512-008148,2025-12-13,Chihuahua,Sistemas,Refacción prensa,"1.656,25",2026-07-01
CUA-202512-005124,2025-12-13,Cuautitlán,Mantenimiento,Refacción prensa,"4.826,50",2026-07-01
CUA-202512-005151,2025-12-13,Cuautitlán,Energía ,Flete nacional,"7.599,75",2026-07-01
CUA-202512-005178,2025-12-13,Cuautitlán,Nómina Indirecta,Calibración de equipo,"8.113,25",2026-07-01
CUA-202512-005205,2025-12-13,Cuautitlán,Refacciones,Equipo de protección,"4.236,50",2026-07-01
CUA-202512-005232,2025-12-13,Cuautitlán,Calidad,Refacción prensa,"3.585,00",2026-07-01
CUA-202512-005259,2025-12-13,Cuautitlán,Seguridad,Flete nacional,"3.180,00",2026-07-01
HER-202512-002667,2025-12-13,Hermosillo,Mantenimiento,Flete nacional,"8.993,00",2026-07-01
HER-202512-002694,2025-12-13,Hermosillo,Nómina Indirecta,Calibración de equipo,"5.169,50",2026-07-01
HER-202512-002721,2025-12-13,Hermosillo,  FLETES ,Equipo de protección,"2.767,00",2026-07-01
HER-202512-002748,2025-12-13,Hermosillo,Refacciones,Refacción prensa,"2.653,25",2026-07-01
HER-202512-002775,2025-12-13,Hermosillo,Seguridad,Flete nacional,"2.363,75",2026-07-01
HER-202512-002802,2025-12-13,Hermosillo,Sistemas,Calibración de equipo,"2.144,75",2026-07-01
IRA-202512-010902,2025-12-13,Irapuato,Energía,Calibración de equipo,"4.622,00",2026-07-01
IRA-202512-010929,2025-12-13,Irapuato,Nómina Indirecta,Equipo de protección,"3.606,00",2026-07-01
IRA-202512-010956,2025-12-13,Irapuato, Fletes,Refacción prensa,"2.042,50",2026-07-01
IRA-202512-010983,2025-12-13,Irapuato,Calidad,Flete nacional,"2.132,75",2026-07-01
IRA-202512-011010,2025-12-13,Irapuato,Seguridad,Calibración de equipo,"1.418,50",2026-07-01
IRA-202512-011037,2025-12-13,Irapuato,Sistemas,Equipo de protección,"2.501,50",2026-07-01
CHI-202512-008017,2025-12-14,Chihuahua,Mantenimiento,Mantenimiento preventivo,"11.732,50",2026-07-01
CHI-202512-008044,2025-12-14,Chihuahua,Nómina Indirecta,Flete de importación,"8.629,00",2026-07-01
CHI-202512-008071,2025-12-14,Chihuahua,  FLETES ,Nómina de apoyo,"6.709,00",2026-07-01
CHI-202512-008098,2025-12-14,Chihuahua,Refacciones,Reparación correctiva,"4.099,50",2026-07-01
CHI-202512-008125,2025-12-14,Chihuahua,Seguridad,Mantenimiento preventivo,"3.507,75",2026-07-01
CHI-202512-008152,2025-12-14,Chihuahua,Sistemas,Flete de importación,"2.205,25",2026-07-01
CUA-202512-005128,2025-12-14,Cuautitlán,Mantenimiento,Flete de importación,"4.298,50",2026-07-01
CUA-202512-005155,2025-12-14,Cuautitlán,Energía,Nómina de apoyo,"7.712,00",2026-07-01
CUA-202512-005182,2025-12-14,Cuautitlán,Fletes,Reparación correctiva,"4.516,50",2026-07-01
CUA-202512-005209,2025-12-14,Cuautitlán,Refacciones,Mantenimiento preventivo,"5.548,75",2026-07-01
CUA-202512-005236,2025-12-14,Cuautitlán,CALIDAD,Flete de importación,"4.343,25",2026-07-01
CUA-202512-005263,2025-12-14,Cuautitlán,Sistemas,Nómina de apoyo,"3.185,75",2026-07-01
HER-202512-002671,2025-12-14,Hermosillo,  ENERGÍA ,Nómina de apoyo,"5.228,25",2026-07-01
HER-202512-002698,2025-12-14,Hermosillo,Nómina Indirecta,Reparación correctiva,"3.041,50",2026-07-01
HER-202512-002725,2025-12-14,Hermosillo,Fletes,Mantenimiento preventivo,"3.527,50",2026-07-01
HER-202512-002752,2025-12-14,Hermosillo,Refacciones,Flete de importación,"3.097,50",2026-07-01
HER-202512-002779,2025-12-14,Hermosillo,Seguridad,Nómina de apoyo,"3.453,00",2026-07-01
HER-202512-002806,2025-12-14,Hermosillo, Sistemas,Reparación correctiva,"2.602,75",2026-07-01
IRA-202512-010906,2025-12-14,Irapuato, Energía,Reparación correctiva,"4.701,00",2026-07-01
IRA-202512-010933,2025-12-14,Irapuato,Nómina Indirecta,Mantenimiento preventivo,"2.797,50",2026-07-01
IRA-202512-010960,2025-12-14,Irapuato,Fletes,Flete de importación,"1.968,75",2026-07-01
IRA-202512-010987,2025-12-14,Irapuato,Calidad,Nómina de apoyo,"2.146,25",2026-07-01
IRA-202512-011014,2025-12-14,Irapuato,Seguridad,Reparación correctiva,"1.712,50",2026-07-01
CHI-202512-008021,2025-12-15,Chihuahua,  ENERGÍA ,Servicio externo,"9.412,00",2026-07-01
CHI-202512-008048,2025-12-15,Chihuahua,Nómina Indirecta,Licencia de software,"7.062,00",2026-07-01
CHI-202512-008075,2025-12-15,Chihuahua,Fletes,Renta de montacargas,"5.345,50",2026-07-01
CHI-202512-008102,2025-12-15,Chihuahua,Calidad,Consumo eléctrico,"4.512,00",2026-07-01
CHI-202512-008129,2025-12-15,Chihuahua,Seguridad,Servicio externo,"4.097,00",2026-07-01
CHI-202512-008156,2025-12-15,Chihuahua, Sistemas,Licencia de software,"1.589,00",2026-07-01
CUA-202512-005132,2025-12-15,Cuautitlán,Mantenimiento,Licencia de software,"5.844,75",2026-07-01
CUA-202512-005159,2025-12-15,Cuautitlán,Energía,Renta de montacargas,"7.595,50",2026-07-01
CUA-202512-005186,2025-12-15,Cuautitlán,FLETES,Consumo eléctrico,"2.892,00",2026-07-01
CUA-202512-005213,2025-12-15,Cuautitlán,Refacciones,Servicio externo,"5.323,75",2026-07-01
CUA-202512-005240,2025-12-15,Cuautitlán,Calidad,Licencia de software,"3.117,50",2026-07-01
CUA-202512-005267,2025-12-15,Cuautitlán,Sistemas,Renta de montacargas,"2.449,75",2026-07-01
HER-202512-002675,2025-12-15,Hermosillo,Energía,Renta de montacargas,"3.262,75",2026-07-01
HER-202512-002702,2025-12-15,Hermosillo,Nómina Indirecta,Consumo eléctrico,"4.416,75",2026-07-01
HER-202512-002729,2025-12-15,Hermosillo,Fletes,Servicio externo,"3.558,25",2026-07-01
HER-202512-002756,2025-12-15,Hermosillo, Calidad,Licencia de software,"2.924,00",2026-07-01
HER-202512-002783,2025-12-15,Hermosillo,Seguridad,Renta de montacargas,"2.795,75",2026-07-01
HER-202512-002810,2025-12-15,Hermosillo,Sistemas,Consumo eléctrico,"2.535,75",2026-07-01
IRA-202512-010883,2025-12-15,Irapuato,Mantenimiento,Renta de montacargas,"6.124,00",2026-07-01
IRA-202512-010910,2025-12-15,Irapuato,Energía,Consumo eléctrico,"2.913,75",2026-07-01
IRA-202512-010937,2025-12-15,Irapuato,Nómina Indirecta,Servicio externo,"3.084,50",2026-07-01
IRA-202512-010964,2025-12-15,Irapuato,Refacciones,Licencia de software,"2.762,25",2026-07-01
IRA-202512-010991,2025-12-15,Irapuato,calidad,Renta de montacargas,"2.175,50",2026-07-01
IRA-202512-011018,2025-12-15,Irapuato,Seguridad,Consumo eléctrico,"1.663,75",2026-07-01
CHI-202512-008025,2025-12-16,Chihuahua,Energía,Equipo de protección,"9.002,75",2026-07-01
CHI-202512-008052,2025-12-16,Chihuahua,Nómina Indirecta,Refacción prensa,"10.220,75",2026-07-01
CHI-202512-008079,2025-12-16,Chihuahua,Fletes,Flete nacional,"7.092,00",2026-07-01
CHI-202512-008106,2025-12-16,Chihuahua, Calidad,Calibración de equipo,"4.853,25",2026-07-01
CHI-202512-008133,2025-12-16,Chihuahua,Seguridad,Equipo de protección,"2.888,00",2026-07-01
CHI-202512-008160,2025-12-16,Chihuahua,Sistemas,Refacción prensa,"1.683,75",2026-07-01
CUA-202512-005136,2025-12-16,Cuautitlán,MANTENIMIENTO,Refacción prensa,"6.946,75",2026-07-01
CUA-202512-005163,2025-12-16,Cuautitlán,Nómina Indirecta,Flete nacional,"4.813,50",2026-07-01
CUA-202512-005190,2025-12-16,Cuautitlán,Fletes,Calibración de equipo,"3.401,50",2026-07-01
CUA-202512-005217,2025-12-16,Cuautitlán,Refacciones,Equipo de protección,"5.084,75",2026-07-01
CUA-202512-005244,2025-12-16,Cuautitlán,Seguridad,Refacción prensa,"1.560,75",2026-07-01
CUA-202512-005271,2025-12-16,Cuautitlán,  SISTEMAS ,Flete nacional,"3.347,50",2026-07-01
HER-202512-002652,2025-12-16,Hermosillo,Mantenimiento,Refacción prensa,"6.175,25",2026-07-01
HER-202512-002679,2025-12-16,Hermosillo,Energía,Flete nacional,"2.808,00",2026-07-01
HER-202512-002706,2025-12-16,Hermosillo, Nómina Indirecta,Calibración de equipo,"4.611,25",2026-07-01
HER-202512-002733,2025-12-16,Hermosillo,Refacciones,Equipo de protección,"3.671,75",2026-07-01
HER-202512-002760,2025-12-16,Hermosillo,Calidad,Refacción prensa,"2.641,25",2026-07-01
HER-202512-002787,2025-12-16,Hermosillo,Seguridad,Flete nacional,"2.824,75",2026-07-01
HER-202512-002814,2025-12-16,Hermosillo,Sistemas,Calibración de equipo,"2.174,00",2026-07-01
IRA-202512-010887,2025-12-16,Irapuato,Mantenimiento,Flete nacional,"7.706,75",2026-07-01
IRA-202512-010914,2025-12-16,Irapuato,Energía,Calibración de equipo,"4.245,50",2026-07-01
IRA-202512-010941,2025-12-16,Irapuato,fletes,Equipo de protección,"4.822,00",2026-07-01
IRA-202512-010968,2025-12-16,Irapuato,Refacciones,Refacción prensa,"1.713,25",2026-07-01
IRA-202512-010995,2025-12-16,Irapuato,Calidad,Flete nacional,"1.921,25",2026-07-01
IRA-202512-011022,2025-12-16,Irapuato,Sistemas,Calibración de equipo,"1.126,75",2026-07-01
CHI-202512-008002,2025-12-17,Chihuahua,Mantenimiento,Reparación correctiva,"7.572,00",2026-07-01
CHI-202512-008029,2025-12-17,Chihuahua,Energía,Mantenimiento preventivo,"7.010,50",2026-07-01
CHI-202512-008056,2025-12-17,Chihuahua, Nómina Indirecta,Flete de importación,"7.240,00",2026-07-01
CHI-202512-008083,2025-12-17,Chihuahua,Refacciones,Nómina de apoyo,"4.422,25",2026-07-01
CHI-202512-008110,2025-12-17,Chihuahua,Calidad,Reparación correctiva,"4.891,00",2026-07-01
CHI-202512-008137,2025-12-17,Chihuahua,Seguridad,Mantenimiento preventivo,"3.837,00",2026-07-01
